#
#   VizieR Astronomical Server vizier.u-strasbg.fr 	2011-12-17T22:26:10 [V1.80]
#   (replaces the 'Astrores' format originally described at
#    http://vizier.u-strasbg.fr/doc/astrores.htx)
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	-ref=VIZ4eed156b4eb6	
#INFO	-out.max=1000	

#RESOURCE=yCat_2237
#Name: II/237
#Title: Stellar Photometry in Johnson's 11-color system (Ducati, 2002)
#Coosys	J1950:	eq_FK5 J1950
#Table	II_237_colors:
#Name: II/237/colors
#Title: Photometric data in the UBVRIJHKLMN colors
#Column	recno	(I8)	Record number within the original table (starting from 1)	[ucd=meta.record]
#Column	Name	(a12)	star identification	[ucd=meta.id]
#Column	RAJ1950	(A10)	Right ascension J1950	[ucd=pos.eq.ra;meta.main]
#Column	DEJ1950	(A9)	Declination J1950	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	V magnitude	[ucd=phot.mag;em.opt.V]
#Column	U-V	(F5.2)	? (U-V) color index	[ucd=phot.color;em.opt.U;em.opt.V]
#Column	B-V	(F5.2)	? (B-V) color index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	R-V	(F5.2)	? (R-V) color index	[ucd=phot.color;em.opt.V;em.opt.R]
#Column	I-V	(F6.2)	? (I-V) color index	[ucd=phot.color;em.opt.V;em.opt.I]
recno	Name	RAJ1950	DEJ1950	Vmag	U-V	B-V	R-V	I-V	CommonName
    3300	 HD 182835  	19 23 57.5	+00 14 14	 4.72	 0.99	 0.59	-0.51	 -0.95
    3663	 HD 206165  	21 36 34.6	+61 51 20	 4.73	-0.24	 0.30	-0.31	 -0.49
     829	 HD  35039  	05 19 12.4	-00 25 47	 4.74	-0.95	-0.16	 0.05	  0.23
    1050	 HD  38944  	05 47 37.7	+37 17 35	 4.74	 3.55	 1.62	-1.36	 -2.43
    3851	 HD 218356  	23 04 40.3	+25 11 53	 4.74	 2.46	 1.32	-1.00	 -1.67
    3902	 HD 222095  	23 35 09.9	-45 46 07	 4.74	 0.17	 0.08	-0.11	 -0.16
     384	 HD  15798  	02 29 43.0	-15 27 48	 4.75	 0.44	 0.45	-0.41	 -0.68
    1148	 HD  44537  	06 21 02.9	+49 18 57	 4.75	 4.10	 1.92	-1.39	 -2.46
    1545	 HD  68601  	08 09 44.4	-42 50 12	 4.75	 0.25	 0.18	-0.24	 -0.46
    1936	 HD  95578  	10 59 16.5	-02 12 53	 4.75	 3.54	 1.62	-1.33	 -2.29
    2327	 HD 120933  	13 49 35.1	+34 41 28	 4.75	 3.61	 1.65	-1.54	 -2.82
    2373	 HD 125161  	14 14 23.6	+51 35 49	 4.75	 0.26	 0.20	-0.15	 -0.24
    2388	 HD 125932  	14 20 12.4	-27 31 31	 4.75	 2.84	 1.31	-0.97	 -1.64
    3592	 HD 200120  	20 58 07.3	+47 19 29	 4.75	-0.98	-0.04	-0.13	 -0.12
     129	 HD   5112  	00 50 27.0	-01 24 54	 4.76	 3.48	 1.58	-1.21	 -2.12
    1387	 HD  56456  	07 13 15.3	-48 11 00	 4.76	-0.39	-0.10	 0.01	  0.09
    1659	 HD  76827  	08 58 03.9	+67 49 34	 4.76	 3.41	 1.53	-1.47	 -2.73
    1734	 HD  83953  	09 39 00.0	-23 21 47	 4.76	-0.69	-0.11	-0.01	  0.08
    2644	 HD 145328  	16 07 08.4	+36 36 59	 4.76	 1.88	 1.01	-0.75	 -1.29
    3494	 HD 193432  	20 17 53.5	-12 55 04	 4.76	-0.15	-0.04	-0.01	  0.05
     423	 HD  17824  	02 48 46.1	-21 12 31	 4.77	 1.51	 0.90	-0.70	 -1.17
    1281	 HD  49161  	06 44 36.9	+08 05 33	 4.77	 3.05	 1.40	-1.03	 -1.73
    1548	 HD  68980  	08 11 36.1	-35 44 49	 4.77	-1.09	-0.11	-0.09	  0.00
    1612	 HD  74272  	08 39 34.6	-47 08 15	 4.77	 0.24	 0.12	-0.21	 -0.40
    3259	 HD 180554  	19 14 03.9	+21 18 01	 4.77	-0.59	-0.05	-0.01	  0.06
    3577	 HD 199081  	20 51 28.4	+44 11 49	 4.77	-0.72	-0.14	 0.07	  0.20
    2576	 HD 141992  	15 49 03.9	+21 07 36	 4.78	 3.42	 1.54	-1.22	 -2.07
     880	 HD  36371  	05 29 28.2	+32 09 24	 4.79	-0.11	 0.36	-0.37	 -0.64
    1390	 HD  56577  	07 14 30.2	-23 13 30	 4.79	 3.58	 1.71	-1.32	 -2.28
    1510	 HD  65456  	07 55 40.3	-30 11 55	 4.79	 0.31	 0.15	-0.20	 -0.35
    1740	 HD  84367  	09 41 58.2	-27 32 23	 4.79	 0.86	 0.50	-0.47	 -0.79
    2217	 HD 112769  	12 56 27.0	+17 40 41	 4.79	 3.52	 1.56	-1.35	 -2.30
    2429	 HD 129712  	14 41 13.3	+26 44 20	 4.79	 3.65	 1.67	-1.42	 -2.68
    2711	 HD 148605  	16 27 09.9	-25 00 24	 4.79	-0.86	-0.07	 0.06	  0.20
    2783	 HD 152236  	16 50 27.7	-42 16 50	 4.79	 0.01	 0.52	-0.47	 -0.93
    3791	 HD 214994  	22 39 24.3	+29 02 45	 4.79	-0.02	-0.01	-0.04	 -0.02
      35	 HD   1013  	00 12 00.6	+19 55 42	 4.80	 3.48	 1.57	-1.35	 -2.48
     128	 HD   5015  	00 50 03.9	+60 51 01	 4.80	 0.63	 0.54	-0.48	 -0.78
     466	 HD  20320  	03 13 24.1	-09 00 14	 4.80	 0.31	 0.23	-0.21	 -0.33
     643	 HD  27819  	04 21 12.5	+17 19 46	 4.80	 0.27	 0.15	-0.16	 -0.23
     992	 HD  37507  	05 36 27.7	-07 14 20	 4.80	 0.24	 0.13	-0.15	 -0.21
    2203	 HD 112142  	12 51 44.9	-09 16 02	 4.80	 3.14	 1.59	-1.57	 -2.85
    3763	 HD 212943  	22 25 19.6	+04 26 39	 4.80	 1.94	 1.06	-0.78	 -1.34
      70	 HD   2429  	00 25 27.0	-33 16 58	 4.81	 3.45	 1.64	-1.59	 -2.97
     102	 HD   3901  	00 39 15.7	+50 14 18	 4.81	-0.76	-0.10	 0.01	  0.13
    2124	 HD 107700  	12 19 59.5	+26 07 23	 4.81	 0.75	 0.49	-0.47	 -0.80
    2468	 HD 133124  	14 59 54.9	+25 12 15	 4.81	 3.33	 1.50	-1.19	 -1.98
    2895	 HD 158643  	17 28 21.7	-23 55 31	 4.81	-0.06	 0.00	-0.07	 -0.09
    3749	 HD 212097  	22 19 00.5	+28 04 39	 4.81	-0.19	 0.00	-0.09	 -0.08
    3771	 HD 213320  	22 28 00.0	-10 56 03	 4.81	-0.22	-0.08	 0.00	  0.04
     281	 HD  13041  	02 05 27.6	+37 37 22	 4.82	 0.26	 0.12	-0.14	 -0.21
     468	 HD  20468  	03 15 35.7	+34 02 27	 4.82	 3.04	 1.49	-1.07	 -1.83
     784	 HD  33276  	05 06 50.0	+15 32 05	 4.82	 0.51	 0.32	-0.32	 -0.51
    1068	 HD  40111  	05 54 53.3	+25 56 58	 4.82	-1.00	-0.06	-0.06	  0.05
    1223	 HD  47174  	06 35 45.6	+42 32 04	 4.82	 2.54	 1.23	-0.90	 -1.51
    1573	 HD  70930  	08 20 59.2	-48 19 43	 4.82	-0.99	-0.15	 0.04	  0.17
    1854	 HD  92055  	10 35 04.9	-13 07 24	 4.82	 8.47	 2.69	-1.77	 -3.04
    2233	 HD 113996  	13 04 46.7	+27 53 32	 4.82	 3.32	 1.45	-1.18	 -1.99
    2578	 HD 142091  	15 49 20.7	+35 48 39	 4.82	 1.87	 1.00	-0.76	 -1.25
    3485	 HD 193237  	20 15 56.5	+37 52 35	 4.82	-0.16	 0.42	-0.54	 -0.80
    3543	 HD 196724  	20 36 17.2	+21 01 28	 4.82	-0.09	-0.02	-0.03	  0.01
    3627	 HD 203006  	21 17 34.1	-41 01 19	 4.82	-0.05	 0.02	-0.09	 -0.13
     192	 HD   8799  	01 24 39.1	+45 08 56	 4.83	 0.42	 0.42	-0.41	 -0.64
     814	 HD  34642  	05 15 40.7	-34 56 34	 4.83	 1.79	 1.00	-0.74	 -1.29
    1306	 HD  50707  	06 51 23.0	-20 09 39	 4.83	-1.17	-0.21	 0.12	  0.34
    1368	 HD  54893  	07 07 10.2	-39 34 27	 4.83	-0.87	-0.18	 0.07	  0.22
    1568	 HD  70555  	08 19 24.7	-32 53 39	 4.83	 3.05	 1.45	-1.00	 -1.75
    1815	 HD  89998  	10 20 10.6	-41 23 51	 4.83	 2.21	 1.12	-0.80	 -1.38
    2355	 HD 123999  	14 08 07.0	+25 19 38	 4.83	 0.61	 0.54	-0.44	 -0.73
    3910	 HD 222574  	23 39 10.1	-18 05 36	 4.83	 1.31	 0.82	-0.61	 -1.03
     195	 HD   9138  	01 27 33.7	+05 53 10	 4.84	 2.91	 1.38	-1.06	 -1.80
     471	 HD  20630  	03 16 44.1	+03 11 16	 4.84	 0.87	 0.68	-0.57	 -0.93
    1465	 HD  61831  	07 37 41.5	-38 11 31	 4.84	-0.85	-0.19	 0.08	  0.24
    3170	 HD 173780  	18 44 03.4	+26 36 26	 4.84	 2.42	 1.20	-0.88	 -1.49
    3597	 HD 200499  	21 01 33.5	-20 03 11	 4.84	 0.23	 0.18	-0.16	 -0.23
    3711	 HD 209747  	22 03 09.3	+04 48 47	 4.84	 3.24	 1.44	-1.07	 -1.83
     467	 HD  20336  	03 15 33.7	+65 28 17	 4.85	-0.92	-0.15	 0.03	  0.16
    2242	 HD 114613  	13 09 15.3	-37 32 17	 4.85	 1.01	 0.70	-0.57	 -0.93
    2722	 HD 149161  	16 30 15.7	+11 35 37	 4.85	 3.31	 1.49	-1.20	 -2.06
     617	 HD  26846  	04 12 00.7	-10 22 43	 4.86	 2.32	 1.18	-0.85	 -1.42
    1431	 HD  59612  	07 27 43.9	-22 55 08	 4.86	 0.41	 0.24	-0.28	 -0.48
    3569	 HD 198478  	20 47 13.9	+45 55 40	 4.86	-0.03	 0.42	-0.45	 -0.76
    3872	 HD 219734  	23 15 25.1	+48 44 29	 4.86	 3.64	 1.67	-1.46	 -2.72
    1060	 HD  39764  	05 51 17.7	-33 48 40	 4.87	-0.71	-0.15	 0.07	  0.22
    1484	 HD  62721  	07 43 13.7	+18 37 59	 4.87	 3.22	 1.46	-1.15	 -1.98
    2173	 HD 110914  	12 42 47.0	+45 42 48	 4.87	 9.16	 2.54	-1.75	 -3.13
    2600	 HD 142983  	15 55 23.0	-14 08 10	 4.87	-0.26	-0.10	 0.04	  0.09
    2821	 HD 154090  	17 01 31.7	-34 03 15	 4.87	-0.43	 0.26	-0.28	 -0.45
    3158	 HD 172910  	18 40 58.3	-35 41 34	 4.87	-0.90	-0.18	 0.15	  0.31
    2050	 HD 102365  	11 44 07.6	-40 13 41	 4.88	 0.77	 0.67	-0.53	 -0.91
    2164	 HD 110411  	12 39 21.1	+10 30 37	 4.88	 0.12	 0.09	-0.08	 -0.10
    2614	 HD 143699  	16 00 04.1	-38 27 52	 4.89	-0.71	-0.14	 0.07	  0.21
    3787	 HD 214680  	22 37 00.7	+38 47 21	 4.89	-1.25	-0.20	 0.09	  0.30
    1013	 HD  37984  	05 39 53.3	+01 27 05	 4.90	 2.23	 1.17	-0.88	 -1.49
    1458	 HD  61110  	07 35 54.3	+34 42 02	 4.90	 0.51	 0.40	-0.39	 -0.61
    3702	 HD 208816  	21 55 14.5	+63 23 14	 4.90	 2.13	 1.75	-1.71	 -3.05
    3823	 HD 216735  	22 52 42.5	+08 32 54	 4.90	 0.00	 0.00	-0.04	 -0.02
    3557	 HD 197752  	20 42 42.5	+25 05 25	 4.91	 2.37	 1.19	-0.85	 -1.43
    3653	 HD 205512  	21 32 43.7	+38 18 31	 4.91	 2.08	 1.08	-0.82	 -1.36
     395	 HD  16739  	02 39 04.9	+39 59 00	 4.92	 0.73	 0.59	-0.50	 -0.80
    1109	 HD  42545  	06 09 10.2	+16 08 36	 4.92	-0.71	-0.12	 0.02	  0.16
    1369	 HD  54810  	07 07 44.5	-04 09 26	 4.92	 1.81	 1.03	-0.79	 -1.31
     601	 HD  26612  	04 09 09.3	-42 07 21	 4.93	 0.40	 0.33	-0.35	 -0.56
    2248	 HD 114837  	13 11 08.3	-58 50 11	 4.93	 0.42	 0.48	-0.45	 -0.72
    2464	 HD 132742  	14 58 17.7	-08 19 17	 4.93	-0.11	 0.00	-0.08	 -0.09
    2484	 HD 134083  	15 05 06.1	+25 03 45	 4.93	 0.41	 0.43	-0.40	 -0.61
     220	 HD  10205  	01 37 37.0	+40 19 27	 4.94	-0.50	-0.09	 0.01	  0.08
    1686	 HD  79917  	09 13 38.3	-38 21 38	 4.94	 2.17	 1.11	-0.79	 -1.36
    2189	 HD 111812  	12 49 15.9	+27 48 45	 4.94	 0.87	 0.67	-0.55	 -0.90
    2290	 HD 118022  	13 31 35.7	+03 54 53	 4.94	 0.02	 0.02	-0.08	 -0.05
    3827	 HD 216946  	22 54 14.0	+49 27 57	 4.94	 3.72	 1.77	-1.35	 -2.40
    3881	 HD 220825  	23 24 22.0	+00 58 52	 4.94	 0.00	 0.04	-0.07	 -0.04
    1320	 HD  51799  	06 54 56.0	-48 39 14	 4.95	 3.61	 1.69	-1.48	 -2.66
    1398	 HD  57060  	07 16 35.3	-24 27 57	 4.95	-1.15	-0.15	 0.00	  0.13
    2132	 HD 108283  	12 23 54.1	+27 32 41	 4.95	 0.45	 0.27	-0.25	 -0.40
     174	 HD   7570  	01 12 55.9	-45 47 52	 4.96	 0.69	 0.58	-0.49	 -0.85
     222	 HD  10307  	01 38 43.7	+42 21 48	 4.96	 0.73	 0.62	-0.53	 -0.86
     837	 HD  35439  	05 22 08.7	+01 48 08	 4.96	-1.13	-0.20	 0.08	  0.30
    2119	 HD 107328  	12 17 48.4	+03 35 25	 4.96	 2.31	 1.16	-0.89	 -1.50
    2553	 HD 139663  	15 37 19.2	-23 39 26	 4.96	 2.84	 1.33	-0.96	 -1.64
    3084	 HD 168720  	18 18 10.9	+21 56 18	 4.96	 3.58	 1.58	-1.34	 -2.34
    3326	 HD 184915  	19 34 12.1	-07 08 25	 4.96	-0.87	 0.00	-0.06	 -0.02
    3383	 HD 187811  	19 48 54.7	+22 28 53	 4.96	-0.81	-0.12	 0.02	  0.16
    3405	 HD 189276  	19 54 58.1	+58 42 42	 4.96	 3.51	 1.55	-1.40	 -2.04
    1446	 HD  60414  	07 31 30.1	-14 24 52	 4.97	 1.70	 1.41	-1.56	 -2.89
    2280	 HD 117287  	13 26 58.4	-23 01 23	 4.97	 2.29	 1.61	-2.70	 -5.12
     183	 HD   7927  	01 16 55.0	+57 58 08	 4.98	 1.17	 0.68	-0.64	 -1.20
    2278	 HD 117176  	13 25 58.9	+14 02 42	 4.98	 0.97	 0.71	-0.61	 -1.00
    2293	 HD 118216  	13 32 33.9	+37 26 15	 4.98	 0.45	 0.40	-0.41	 -0.71
    2656	 HD 146143  	16 13 15.6	-49 56 42	 4.98	 1.29	 0.80	-0.63	 -1.13
    2820	 HD 154143  	17 00 50.2	+14 09 43	 4.98	 3.53	 1.60	-1.44	 -2.65
    3187	 HD 175190  	18 52 05.8	-22 44 08	 4.98	 2.82	 1.32	-0.94	 -1.60
    3475	 HD 192640  	20 12 39.5	+36 39 06	 4.99	 0.11	 0.12	-0.20	 -0.27
    3750	 HD 212076  	22 19 03.3	+11 57 08	 4.99	-0.91	-0.10	 0.07	  0.21
     833	 HD  35149  	05 20 12.1	+03 29 50	 5.00	-1.01	-0.14	 0.05	  0.23
    1338	 HD  52918  	07 00 25.7	-04 09 53	 5.00	-1.13	-0.20	 0.06	  0.25
    1679	 HD  79186  	09 09 15.3	-44 39 40	 5.00	-0.35	 0.22	-0.29	 -0.51
    3320	 HD 184606  	19 32 23.0	+19 39 45	 5.00	-0.52	-0.09	 0.01	  0.10
     773	 HD  33042  	05 03 39.7	-49 38 36	 5.01	 3.34	 1.46	-1.20	 -2.11
    1114	 HD  43455  	06 11 08.4	-65 34 37	 5.01	 3.48	 1.62	-1.50	 -2.74
    1592	 HD  73155  	08 33 11.9	-49 46 15	 5.01	 2.71	 1.33	-0.97	 -1.65
    2114	 HD 107079  	12 16 19.0	-54 51 54	 5.01	 3.54	 1.59	-1.29	 -2.36
    2709	 HD 148783  	16 26 59.9	+41 59 26	 5.01	 2.69	 1.52	-2.52	 -4.75
    2359	 HD 124224  	14 09 43.7	+02 38 37	 5.02	-0.56	-0.12	 0.08	  0.21
    3917	 HD 223075  	23 43 50.0	+03 12 32	 5.02	 5.93	 2.60	-1.83	 -3.20
    1995	 HD  98839  	11 20 05.3	+43 45 25	 5.03	 1.83	 1.01	-0.73	 -1.22
    2043	 HD 101947  	11 41 07.3	-62 12 41	 5.03	 1.15	 0.80	-0.76	 -1.12
    2968	 HD 163755  	17 55 52.3	-30 14 58	 5.03	 3.15	 0.68	-1.38	 -2.61
      29	 HD    571  	00 07 42.7	+45 47 37	 5.04	 0.65	 0.40	-0.42	 -0.71
     262	 HD  12303  	01 58 57.3	+54 14 48	 5.04	-0.40	-0.08	-0.03	  0.02
     571	 HD  24479  	03 52 59.3	+62 55 40	 5.04	-0.26	-0.10	-0.07	  0.01
    1392	 HD  56169  	07 14 44.3	+49 33 21	 5.05	 0.17	 0.08	-0.15	 -0.21
    3735	 HD 210839  	22 09 48.5	+59 10 02	 5.05	-0.50	 0.24	-0.28	 -0.43
      69	 HD   2411  	00 25 26.2	+17 36 58	 5.06	 3.47	 1.65	-1.74	 -3.28
    3015	 HD 165908  	18 05 07.4	+30 33 12	 5.07	 0.45	 0.52	-0.46	 -0.79
     494	 HD  21447  	03 26 10.4	+55 16 50	 5.10	 0.09	 0.04	-0.09	 -0.08
    1378	 HD  56096  	07 12 00.6	-44 33 26	 5.10	 2.80	 1.56	-2.61	 -5.03
    1750	 HD  84737  	09 45 22.3	+46 15 17	 5.10	 0.70	 0.62	-0.53	 -0.87
    1836	 HD  90994  	10 27 44.0	-00 22 47	 5.10	-0.67	-0.14	 0.03	  0.17
     517	 HD  22649  	03 37 47.7	+63 03 25	 5.11	 3.45	 1.63	-1.62	 -3.00
    1400	 HD  57219  	07 16 51.3	-36 38 59	 5.11	-0.83	-0.16	 0.06	  0.27
    2012	 HD 100393  	11 30 25.3	-30 48 39	 5.11	 3.54	 1.59	-1.34	 -2.35
    2455	 HD 131492  	14 52 40.9	-62 34 45	 5.11	-0.77	 0.00	-0.24	 -0.32

